mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.5964347557872008,0.5163539194778909,0.1723917419730875,0.3503045809418855,0.7204347939183678,0.5120390104806875,0.2284854970861591,0.897061343158539,0.4063160579962362,0.8639469936241742,0.600235462015086,0.3295704817049681,0.1740390548254138,0.2453133909567856,0.2082207868818273,0.0607347859662725,0.9331870339452036,0.4998442864004635,0.1073334987204317,0.0981589559237087,1.1666666666666663
