mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.4032891117637792,0.3160185093515924,0.1933715884115993,0.209125546811152,0.6363557925874727,0.4630340024087447,0.2284415675619024,0.8581538562345682,0.4026573886355393,0.7452135603205231,0.6383295127661249,0.3221442891773711,0.2370080738742254,0.2344726976150264,0.2532936239277729,0.1178981652742261,0.910497635084913,0.387536240868741,0.1766400760254812,0.0444052146502267,2.033333333333333
