mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.4459812091595881,0.4126590510986213,0.258856843689821,0.1987078225513535,0.7780931650282391,0.7764534779532813,0.357582510841708,0.9146485094449596,0.4128738864997398,0.8436824679998436,0.7501521026929832,0.2948127768876901,0.3136809622128373,0.2378358751680035,0.3140101114450869,0.1209140815450325,0.9177295333060768,0.6776198218568321,0.0583273289041466,0.3249417912382872,3.933333333333332
