mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.5061339722216053,0.5001471304213027,0.2129691691767603,0.117717452009088,0.8094511186369532,0.7482437656628015,0.2948997240330465,0.9285261234784482,0.4133224524544425,0.9233237477407408,0.6160451437983728,0.423489297987112,0.48103848483254,0.2710371786080876,0.3755645665264877,0.1844355522696109,0.8230187858352446,0.3867913352503608,0.1223021172982408,0.0348090996581333,6.433333333333335
