mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.4468668914021853,0.3683573604829624,0.2835335411164656,0.1205486153975093,0.9435700757231608,0.852002846930839,0.5426100344989643,0.9651709806472616,0.4148687964829354,0.9575082483834556,0.6367360267642629,0.2514189776522821,0.2535495740308429,0.3986201896624503,0.1362682276728312,0.0512946248778076,0.9575461530820482,0.5350416510653095,0.0557085568224791,0.4118931878880221,6.133333333333333
