mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.5609881318076851,0.4468273698472423,0.3231035822909802,0.1688723568471047,0.7773942586599355,0.8378202010166219,0.4313216586893981,0.9587223654413743,0.4149906398193733,0.8226799046112264,0.4558801558912969,0.4439350617524954,0.2389108890913607,0.3772636083571242,0.2050815803421493,0.0294730872202587,0.9838265196658454,0.7360297416003373,0.0569313863259613,0.3507633917412369,4.633333333333333
