mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.3407245544050741,0.3547928112492662,0.3459859927404412,0.2197084920807154,0.5020519093180585,0.5709265607190693,0.3540722571617885,0.5660238471245893,0.3859580457481362,0.4927920959679376,0.5646065797272335,0.467300779915636,0.4624772615272972,0.1914174945702509,0.3622717704268877,0.4413850798862805,0.5047525693695109,0.3491196541652265,0.3482536649816464,0.3929375925563227,32.133333333333326
