mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration
0.4609290159965813,0.382187563535032,0.2669475219949846,0.1722781414767183,0.8852137330337828,0.8162274597369791,0.4668760795548486,0.9628900460699142,0.413853777672008,0.9294980048928924,0.7009561230894599,0.2806884709550842,0.2530354576412762,0.3523840772543677,0.2183986336224866,0.0406798639043241,0.974829149996441,0.647724036667071,0.0631926824864273,0.3502971868538719,3.8666666666666663
